,smiles,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,score,tpsa
0,CC(C)Oc1cc(NC(=O)C(=O)N2CCOCC2)cc2c1CCC2,18,0,2,4,0,21,5,0,0,0,1,2,1.7597999999999996,90.25970000000005,0.856645013646545,2.436305654668752,-7.0,67.87
1,CCOC(=O)c1ccc(NC(=O)C2CCN(C(=O)C3SCCc4sccc43)CC2)cc1,23,0,2,4,2,26,8,0,0,0,1,3,4.132500000000004,123.55420000000002,0.6820420801822445,2.996514639690295,-6.4,75.71000000000001
2,CCC(CNc1nc(OC)c2ccccc2n1)[NH+](C)C,15,0,4,1,0,16,5,0,0,0,0,2,0.9733999999999996,81.46940000000005,0.8247835734551291,3.6938334267503574,-5.8,51.480000000000004
3,O=[N+]([O-])c1nc(NCc2cc(-c3ccccc3)no2)c2ccsc2n1,16,0,5,3,1,18,10,0,0,0,2,2,3.866600000000001,93.33510000000001,0.42850827279115145,2.6718984437635758,-7.5,106.98
4,Cc1n[nH]c2ccc(OCC(=O)OCc3cccc(Cl)c3)cc12,17,0,2,3,1,17,8,0,0,0,1,2,3.6469200000000024,87.57370000000003,0.7252288184420896,2.152851661085723,-6.0,64.21
5,O=C(Nc1cncc2cc(Cl)ccc12)C1CC(O)CN1C(=O)Cc1ccccc1,22,0,3,3,1,22,10,0,0,0,1,3,3.031200000000001,111.65350000000001,0.6934779333631125,3.031787770966244,-6.7,82.53
6,CC(Cn1cccn1)NC(=O)C12CC(=O)NC(c3ccc(F)cc3)=C1CCC(N1CCOCC1)C2,26,1,5,3,0,31,8,0,0,0,1,4,2.3292,128.37540000000004,0.6613616607261332,4.05899590912157,-7.9,88.49
7,Cn1cnc2ccc3c(c21)OC(N)(C(=O)Nc1ccccc1)N3,16,0,5,2,0,18,8,0,0,0,2,2,1.6287999999999996,86.95480000000002,0.6686678938960966,3.328737948788297,-7.0,94.2
8,CCOc1ccc(C(c2cn(C)nc2Br)C2CC2)cc1,16,0,2,1,1,17,5,0,1,0,1,1,4.123200000000003,83.08600000000004,0.8217093033902932,3.015132053123983,-6.0,27.05
9,CCc1ccccc1NC(=O)C(=O)NCC1CC1c1ccccc1,20,0,2,2,0,18,8,0,1,0,0,2,3.107400000000002,94.74940000000004,0.8311190522941623,2.7374548757423263,-6.1,58.2
10,CCOc1cc(O)cc(Br)c1C(=O)Nc1noc(-c2cccc(O)c2)n1,17,0,3,5,1,19,9,0,0,0,1,2,3.561300000000001,96.32779999999998,0.5777803607714241,2.6468971396217214,-7.2,117.71000000000001
11,O=C1CC(COc2ccccc2C(F)(F)F)CN1c1cc(Cl)ccc1Cl,18,3,1,2,2,21,7,0,0,0,1,2,5.444100000000003,93.86100000000003,0.6790479529502329,2.743780637306095,-7.4,29.54
12,O=C(Oc1ccccc1)c1cnc2c(ccc3ccoc32)n1,17,0,2,3,0,15,10,0,0,0,1,3,3.595200000000002,80.71050000000004,0.4166803217254836,2.382143712216342,-7.1,65.22
13,Cc1cccc(C(NC(=O)C2Oc3ccccc3OC2C)c2ccoc2)c1,22,0,1,4,0,21,9,0,0,0,1,3,4.022120000000003,100.82070000000003,0.7604545840628218,3.4308841746826566,-6.8,60.7
14,CSc1ccccc1CC(=O)NCC1COCC12NCCCC2N,18,0,3,2,1,22,4,0,0,0,1,2,1.1631000000000002,97.18880000000006,0.695747291143796,4.510269107049098,-6.1,76.38
15,Cc1cc(NCC(=O)Nc2ccccc2C)ncn1,14,0,4,1,0,13,7,0,0,0,0,2,2.1440399999999995,75.06740000000002,0.8791838319482344,1.9556591999347734,-6.8,66.91
16,CC1CN(C(=O)CSc2nnnn2C)CC(c2ccccc2)O1,15,0,5,2,1,19,6,0,0,0,1,2,1.2907999999999997,85.83200000000004,0.7852194303438513,3.0798915802080504,-6.8,73.14
17,O=C(c1ccc(OCC(F)(F)F)cn1)N1CCCCC(CO)C1,15,3,2,3,0,20,4,0,0,0,0,1,2.2573,76.11730000000003,0.9186033077313958,2.7784200073547307,-5.9,62.66
18,CCC(C)c1cc(C2CC2)ccc1NC(=O)c1ccc(C)c(F)c1,21,1,1,1,0,19,7,0,1,0,0,2,5.777320000000005,96.21320000000006,0.7417755387036243,2.549673637147139,-6.3,29.1
19,Cc1c(Cl)ncc2c1C(C(C)CN(C)O)C(N)S2,12,0,3,1,2,16,3,0,0,0,1,1,2.47462,74.13790000000003,0.6604897935264719,4.716864837061403,-5.6,62.379999999999995
20,Cc1ccccc1OCC(=O)N(C)C1C(C)C1C,15,0,1,2,0,15,4,0,1,0,0,1,2.4866200000000003,71.56000000000004,0.8177787610068883,2.907266009449909,-5.7,29.54
21,Fc1ccc(CCN(c2nc3cc(C(F)(F)F)ccc3s2)C2CC[NH2+]C2)cc1,20,4,3,0,1,24,7,0,0,0,2,2,3.839000000000002,102.13640000000001,0.6486561092481157,3.6588890771204827,-7.5,32.74
22,CCOc1ccc(NC(=O)Cc2cccc(C)c2)cc1,17,0,1,2,0,14,7,0,0,0,0,2,3.5749200000000023,81.12370000000004,0.9006969273028732,1.4959805727193736,-6.8,38.33
23,CCN(Cc1ccccc1C(F)(F)F)C(=O)C=C(C)c1cccc(F)c1,20,4,1,1,0,19,8,0,0,0,0,2,5.296500000000004,92.58600000000004,0.5203124003765855,2.3621493161158824,-6.2,20.310000000000002
24,COc1cc(=O)n(C)nc1C(C#N)=Cc1ccc(C)o1,14,0,3,3,0,14,6,1,0,0,1,1,1.7545,72.95900000000002,0.7943146063843992,2.7455157953914373,0.0,81.05
25,CCOC1CCCCN1C(c1ccccn1)C1CC1[N+](=O)[O-],16,0,3,3,0,20,4,0,1,0,0,2,2.636400000000001,81.83840000000004,0.5967404231808372,4.310473033520146,-5.8,68.5
26,Cc1ncc(NC(C)C[NH+](C)Cc2ccccn2)s1,14,0,4,0,1,15,5,0,0,0,1,1,1.3618199999999996,79.63040000000004,0.8376829553199473,4.513793757751742,-5.3,42.25
