,smiles,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,score,tpsa
0,NC(=O)C1CCCCN1C(=O)COC1Cc2cccc(F)c2C1,17,1,2,3,0,20,5,0,0,0,1,2,1.1759000000000002,82.09440000000004,0.9051372505706029,3.2118364215205855,-7.0,72.63000000000001
1,CC(C)(O)c1cccc(N2CC3CS(=O)(=O)CC3C2=O)c1,15,0,1,4,1,17,6,0,0,0,2,1,0.9213999999999998,79.67360000000004,0.881399987785832,3.6012220378982605,-6.7,74.68
2,Cc1ccc(N2COC(C)C2)c(NCc2cccc(Br)c2)c1,18,0,2,1,1,18,6,0,0,0,1,2,4.552220000000004,95.40770000000003,0.8646350900053545,2.806703351183039,-6.4,24.5
3,CC(C)(C)c1ccc(OC(C[NH3+])c2ccc(N3CCOCC3)s2)c(Br)c1,20,0,2,2,2,23,5,0,0,0,1,2,4.006700000000002,111.31710000000007,0.7647112943120434,3.547164383354568,-5.6,49.34
4,Cc1ccccc1C(C)NC(=O)C1COCC1C,15,0,1,2,0,15,4,0,0,0,1,1,2.454720000000001,71.20970000000004,0.8906788196067051,3.219129260138323,-6.1,38.33
5,NC(c1ccccc1)c1ccc2c(c1)N1C(=O)c3ncnn3CC1C(c1cccs1)O2,23,0,5,2,1,25,11,0,0,0,2,4,3.5504000000000024,117.22190000000002,0.5382657946090214,4.000196574097074,-8.7,86.27
6,COc1cccc(NC(CNc2ccccc2F)c2ccccc2)c1,21,1,2,1,0,18,9,0,0,0,0,3,5.099600000000004,100.68940000000002,0.6296389493700235,2.353833126906327,-6.0,33.29
7,CC(NNCc1nc2c(o1)CCCC2)C(=O)N1CCN(c2ccccc2)CC1,21,0,5,2,0,25,6,0,0,0,1,3,1.8848999999999994,107.81740000000005,0.7423855624097446,3.1987327544187947,-6.3,73.63999999999999
8,CCN(CC)C(=O)c1ccccc1C(=O)N1CCCC1O,16,0,2,3,0,17,5,0,0,0,1,1,1.7229999999999999,79.97080000000004,0.9182517874990376,2.635040060051793,-5.6,60.85000000000001
9,Cc1nn(C)c(O)c1CCC(=O)Nc1ccccc1NC(C)c1ccco1,20,0,4,3,0,21,8,0,0,0,2,1,3.7715200000000015,103.74820000000003,0.5902776062629889,2.97754988295981,-6.9,92.32
10,CC(=O)Nc1ccccc1CN=c1c2cccnc2cnn1-c1ccccc1Cl,22,0,5,1,1,20,12,0,0,0,0,4,4.133200000000003,113.88770000000001,0.5563920530117333,2.6513506358069403,-7.3,72.17000000000002
11,O=S(=O)(NCc1ncon1)c1ccc(F)cc1F,9,2,3,3,1,12,7,0,0,0,1,1,0.8262999999999998,54.68150000000001,0.8927385392196607,2.570334502914992,-7.0,85.09
12,CC(C)SCc1c[nH]c(N)c1N,8,0,3,0,1,10,2,0,0,0,1,0,1.8207,56.04850000000001,0.6725441038129396,3.282256946023222,-4.9,67.83
13,CCc1cocc1CN(C=O)c1cc(Cl)cc(Br)c1,14,0,1,2,2,14,6,0,0,0,1,1,4.420900000000002,79.48500000000003,0.7536141042601264,3.3077723107233563,-5.6,33.45
14,[NH3+]CC(CO)CN1CC(C2CC2)Oc2ccccc21,15,0,2,2,0,18,3,0,1,0,0,2,0.5144000000000004,74.12590000000004,0.8137413139316381,3.9415963218543055,-5.4,60.34
15,CC1CCCC(C)N1C(=O)Cn1cc([N+](=O)[O-])c(-c2ccccc2)n1,18,0,4,3,0,20,7,0,0,0,1,2,3.2478000000000016,93.93840000000003,0.630748365811328,3.1457222042500215,-6.6,81.27
16,CCOc1ccc(NC2CCCC(C(=O)N(C)C3CC3)C2)cc1OC,20,0,2,3,0,23,4,0,1,0,0,2,3.685400000000003,99.32370000000006,0.8180514644080918,2.9361211053489225,-6.0,50.8
17,Cc1cccc(C(C)C(=O)OC2CCNC2=O)c1,14,0,1,3,0,14,5,0,0,0,1,1,1.53022,67.10070000000003,0.824051814269914,3.100984547911448,-6.6,55.4
18,COC(=O)c1cccc2nc(Nc3cncs3)[nH]c12,12,0,4,2,1,14,7,0,0,0,2,1,2.5496,72.82990000000002,0.7173807796934225,2.861379293174867,-5.8,79.9
19,CCC(O)C(C)n1nnc2c(C)ccc(C)c21,13,0,3,1,0,14,4,0,0,0,1,1,2.38004,68.01080000000003,0.8851390958299962,3.5118037037600898,-6.4,50.94
20,Cc1ccc(OC(=O)C(=O)NC(c2ccccc2)c2cnc3ccccn3c2=O)cc1,24,0,3,4,0,21,13,0,0,0,0,4,2.814120000000001,114.70370000000001,0.3157035683787697,2.935796921453475,-7.7,89.77000000000001
21,O=C(C1c2ccccc2OCC1[O-])N1CCC(C([O-])CBr)CC1,17,0,1,4,1,21,4,0,0,0,0,3,0.2539,85.35200000000005,0.7030293709366473,4.297098340848054,-6.2,75.66
22,Cc1ccc(NC(C)C(=O)N2CCC(C)CC2)cc1F,16,1,2,1,0,17,4,0,0,0,0,2,3.1930200000000015,79.19970000000004,0.9206079276764926,2.4580683768003073,-6.5,32.34
23,CC(C)Cn1ncc(NC(=O)Cc2ccccc2[N+](=O)[O-])cc1=O,16,0,4,4,0,17,8,0,0,0,0,2,1.9887,88.76510000000005,0.6435635625313352,2.3173418948991085,-6.0,107.13
24,CC(C)c1ccccc1N1CC(C(=O)Nc2ccccc2)CC1=O,20,0,2,2,0,18,8,0,0,0,1,2,3.8016000000000023,96.06270000000005,0.9305198151159977,2.298826372646934,-6.6,49.410000000000004
25,C=Cc1ccccc1N1C(=O)C([O-])=C(C)C1c1ccccc1SCC(=O)[O-],21,0,1,4,1,19,10,0,0,0,1,2,1.8937999999999997,101.63300000000004,0.715989534443682,3.8594345712189195,-6.8,83.5
26,COC(=O)CC(NC(=O)C1CCCN1S(=O)(=O)C1=CC=CCC1)c1ccccc1,21,0,2,5,1,22,9,0,0,0,1,2,2.4351000000000003,109.06350000000002,0.6867937140063028,3.356280279838507,-6.9,92.78
27,Cc1noc(C)c1Nc1ccccc1C(=O)N1CCC2=C(C1)C(=O)CC(C)(C)C2,23,0,3,3,0,24,8,0,0,0,1,3,4.566640000000004,111.27020000000007,0.8268586939461515,2.8643691950254997,-7.7,75.44
28,CCC(C)C(C)C(=O)N1CCc2ccccc2C1,16,0,1,1,0,15,4,0,0,0,0,2,3.2535000000000025,74.18200000000004,0.8001735287971476,2.808141163296064,-5.5,20.310000000000002
29,CCS(=O)(=O)Cc1cc(C(=O)Nc2ccccc2)on1,13,0,2,4,1,13,8,0,0,0,1,1,1.8616,74.06300000000003,0.9087729344502732,2.1875009602266022,-6.1,89.27
30,CC1(C)CCCN(c2ccc(S(N)(=O)=O)c(F)c2)C1=O,13,1,2,3,1,15,6,0,0,0,0,2,1.6261,73.14120000000003,0.900997351204452,2.451452224999567,-6.5,80.47
31,CC(O)c1ccccc1OC(=O)CN1CC(C(F)(F)F)CC1=O,15,3,1,4,0,19,5,0,0,0,1,1,2.0561,73.45280000000002,0.6773508420593689,3.347587068590637,-6.6,66.84
32,O=C(C=Cc1ccccc1)N1CCN(c2ccccc2[N+](=O)[O-])CC1,19,0,3,3,0,18,9,0,0,0,0,3,2.956800000000001,97.36540000000007,0.48864359584619893,1.983237774638182,-6.7,66.69
33,CCOC(=O)C1c2nc([N+](=O)[O-])nc(C)c2SC1C,11,0,3,4,1,15,5,0,0,0,1,1,1.83412,68.11640000000003,0.4740859646052337,4.141386970421425,-6.4,95.22
34,CC1CCCN1c1ccccc1S(=O)(=O)NCc1ccccc1,18,0,2,2,1,17,8,0,0,0,1,2,3.1538000000000013,92.95150000000005,0.9160242965748292,2.407014172564521,-6.5,49.410000000000004
35,Cc1c(COC(=O)Nc2ccccc2)c[nH]c1N,13,0,3,2,0,13,6,0,0,0,1,1,2.6540199999999996,70.19180000000001,0.7772299997198622,2.3026290006525496,-5.7,80.14
36,CC([NH3+])c1cccc(N2CC(c3ccccc3)C(=O)S2(=O)=O)c1,17,0,2,3,1,16,9,0,0,0,1,2,1.4497000000000002,88.20090000000002,0.9239529256105343,3.8855095872010583,-7.4,82.09
37,COc1cccc2c(CNC(=O)c3c(C)ccn3C(C)=O)c[nH]c12,18,0,3,3,0,18,8,0,0,0,2,1,2.876520000000001,91.49040000000002,0.7742215458556355,2.6449629991679746,-6.1,76.12
38,CC1(N2CCOCC2)CC=CCN1C(=O)c1ccccc1N1CCC(=O)C1,21,0,3,3,0,24,6,0,0,0,1,3,1.9163,103.86950000000006,0.7622090117685482,3.526045600804718,-7.4,53.09
39,Cc1ccccc1C(=O)CN1CCOCC1(C)C,15,0,1,2,0,15,4,0,0,0,0,2,2.28852,71.98050000000005,0.7675101835429974,2.289814195222684,-5.5,29.540000000000003
40,CCC(=O)NC1CCCC(C)c2cc(OCc3ccccc3)ccc21,22,0,1,2,0,20,7,0,0,0,0,2,5.120300000000005,100.65670000000006,0.7690409177737395,2.829078742711559,-7.0,38.33
41,O=C(Nc1cccc(Cl)c1)N(Cc1ccsc1)C1CCCCC1,18,0,2,1,2,19,6,0,0,0,1,2,5.7683000000000035,97.20570000000005,0.7470667661659293,2.1506596352011584,-6.1,32.34
42,CCOc1ccc(C(=O)NCC(C)(C)c2nc3ccccc3[nH]2)cc1,20,0,3,2,0,19,8,0,0,0,1,2,3.669200000000002,99.06390000000003,0.7210512428987985,2.1323019404019945,-6.5,67.00999999999999
43,CN(C)C(=O)CC(=O)Nc1cccc2c1OCCO2,13,0,2,4,0,15,5,0,0,0,0,2,0.8745999999999994,69.37270000000004,0.8226822986538125,2.2954355908394657,-6.6,67.87
44,Cc1[nH+]c(C)n(C(C)C)c1CNc1ccc(C(=O)N2CCCCC2)cc1[N+](=O)[O-],21,0,5,3,0,24,7,0,0,0,1,2,3.646340000000002,111.02430000000007,0.5914340030738391,3.069369729213534,-5.8,94.55000000000001
45,Cc1nc(N2CCCC2)sc1CC(=O)NC1c2ccc(F)cc2CCC1O,20,1,3,2,1,24,6,0,0,0,2,2,2.8979200000000014,103.61350000000004,0.843972302652201,3.3143705762650466,-7.2,65.46000000000001
46,Nc1cc(NC(=O)c2ccc(Br)s2)cc(F)c1[N+](=O)[O-],11,1,3,3,2,14,7,0,0,0,1,1,3.392400000000001,77.43900000000001,0.4979706647805444,2.5009568210324638,-5.5,98.25999999999999
47,CCC(C)c1ccc(N2C(=O)NC(C)(CCN3CCOCC3)C2=O)c(F)c1,20,1,3,3,0,24,5,0,0,0,1,2,2.876400000000001,101.40470000000008,0.774672295477126,3.3515640068344767,-6.9,61.88
48,Cc1ccc(NC(=O)c2cn[nH]c2C2CCC(F)(F)C2O)c(C)c1,17,2,3,2,0,20,6,0,0,0,2,1,3.1524400000000012,85.38570000000001,0.806160798106673,3.483393702133327,-7.1,78.01
49,Cc1cc(-c2nc(CN(C)CC(=O)[O-])no2)c(C)o1,12,0,3,4,0,15,5,0,0,0,2,0,0.12813999999999948,62.81500000000002,0.7567541639675756,3.096597464234577,-6.3,95.43
50,CN(C)c1ccc(NCC2CC2Br)cc1,12,0,2,0,1,13,3,0,1,0,0,1,2.9479000000000015,70.08070000000004,0.8453254610628096,2.9782867510423987,-5.3,15.27
51,O=C(NCC(c1ccccc1)c1ccccc1)C(=O)Nc1ccccn1,21,0,3,2,0,17,11,0,0,0,0,3,2.968400000000001,100.60340000000002,0.6985384625243651,1.9689084368320806,-7.5,71.09
52,COc1cccc(C=C2C=CCC2=O)c1NCC(=O)[O-],15,0,1,4,0,14,7,0,0,0,1,1,0.7693999999999996,73.23170000000002,0.800915891440981,3.387831454732096,-6.3,78.46
53,COc1ccc(CC(=O)N2CCCCC2[NH2+]Cc2csc(C(F)F)n2)cc1,19,2,3,2,1,23,6,0,0,0,1,2,2.734000000000001,98.75040000000003,0.7829804499639281,3.6944164453447934,-7.1,59.04
54,CNC(=O)c1cccc(O)c1NC(=O)C12CCC(CC1)C2,16,0,2,3,0,18,5,0,0,0,2,1,2.2706,79.13470000000002,0.7465492623609038,3.374846974424714,-6.7,78.43
55,NC1(c2ccoc2)NC(=O)C(C(=O)Nc2ncsc2C2CCOC2)N1,15,0,5,4,1,22,6,0,0,0,4,0,0.035699999999999454,88.5605,0.5638369644966269,4.7437919933999755,-6.6,131.51
56,CCN(CC(=O)[O-])C(=O)CCn1cc[nH+]c1,10,0,3,3,0,12,4,0,0,0,1,0,-1.7092999999999965,52.86570000000003,0.5779702431209844,4.30729078304064,-5.0,79.51
57,COc1cc(N)cc(NC(=O)C2CNC(N)(C[NH+]3CCCC3)C2=O)c1C,18,0,5,3,0,23,5,0,0,0,2,1,-1.3534799999999962,98.98890000000004,0.3257988018305495,4.819822380613963,-6.5,123.91
58,Cn1cc(CN(CCO)C(=O)C[NH+]2CCCCC2)cn1,14,0,4,2,0,18,3,0,0,0,1,1,-1.190199999999997,75.12550000000005,0.6891351980464568,3.807885026160669,-5.9,62.8
59,C[NH+](C)CC(=O)N1CCC(C(=O)NCc2ccccc2)C1,16,0,3,2,0,17,5,0,0,0,1,1,-0.7041999999999959,80.65340000000005,0.753083193299004,3.1558668999564823,-5.8,53.85
60,CNC(=O)CC1CN(c2ccccc2[NH3+])CCO1,13,0,3,2,0,15,4,0,0,0,0,2,-0.09869999999999979,69.62680000000003,0.7869359774943867,3.4098877276805055,-5.8,69.21000000000001
61,CC(C)c1ccccc1CN1c2ccccc2CC1C(=O)[O-],19,0,1,2,0,17,7,0,0,0,1,2,2.4912,85.65500000000006,0.8698951448067848,2.983876800314553,-6.2,43.370000000000005
62,Cc1nn(C)cc1CCC(=O)NCc1ccc(Br)o1,13,0,3,2,1,15,5,0,0,0,2,0,2.3330200000000003,74.52070000000003,0.9173458327782016,2.4016930654403374,-6.0,60.06
63,Cc1cccc(-n2cnnn2)c1C(=O)n1c(-c2ccccc2)nc2ccccc21,22,0,6,1,0,20,13,0,0,0,2,3,3.6759200000000023,108.7885,0.47710172648709936,2.465124288037062,-7.6,78.49
64,O=C1CN(Cc2nc(NC(=O)C(O)O)cs2)c2ccccc2O1,14,0,3,5,1,18,7,0,0,0,1,2,0.3178999999999997,82.09630000000001,0.41889057244798317,3.0168893587726497,-7.6,111.99000000000001
65,CC1(n2cc(S(=O)(=O)NC3(CO)CC[NH2+]C3)cn2)CCSC1,13,0,4,3,2,20,4,0,0,0,3,0,-1.2882999999999982,84.23170000000003,0.6153982368100547,5.112487526252691,-5.6,100.83
66,CN(c1ncccc1C(=O)COc1ccccc1F)S(C)(=O)=O,15,1,2,4,1,15,9,0,0,0,0,2,1.8781999999999999,83.70930000000004,0.7517700333823655,2.295988124622186,-6.2,76.57000000000001
67,COc1ccc(CN(C)C(=O)C(=O)N2CC(C)OCC2C)cc1OC,18,0,2,5,0,21,5,0,0,0,0,2,1.2979999999999998,92.60900000000007,0.765853882524534,3.201042882983054,-6.2,68.31
68,CC(NCc1nc(-c2ccco2)no1)C(C)c1ccc(F)cc1,17,1,3,2,0,18,7,0,0,0,2,1,3.7505000000000024,83.11670000000002,0.7502677596214123,3.1137244473409185,-6.5,64.09
69,COc1cccc(OC)c1C(=O)NC1CC(=O)NC1(N)C(C)O,15,0,3,5,0,19,5,0,0,0,1,1,-0.6420999999999986,82.15910000000002,0.5713788648829705,3.776438222504858,-6.2,122.91
70,CC(C)CC[NH+]1CCN(C(=O)c2ccc(S(C)(=O)=O)c(O)c2)CC1,17,0,2,4,1,19,6,0,0,0,0,2,0.1825000000000026,92.13880000000005,0.7899036927102226,3.5485244016231547,-5.6,79.12
71,CCc1cccnc1NC(=O)C1CCC(C)(c2ncon2)C1,16,0,4,2,0,18,6,0,0,0,2,1,2.7235000000000005,81.23570000000004,0.9385875567683202,3.784515424161234,-6.5,80.91000000000001
72,O=C(C1=NC(C(O)c2ccccc2)CC=C1)N1CCCCC1,18,0,2,2,0,18,6,0,0,0,0,3,2.5020000000000007,86.81280000000004,0.931897078431194,3.444775382952443,-6.7,52.9
73,COC(=O)C1CCCC(NS(=O)(=O)c2cc(C)cc(OC)c2)C1,16,0,1,5,1,18,6,0,0,0,0,2,2.0137199999999997,85.81450000000005,0.8286870703021725,2.9459757959922666,-6.6,81.7
74,Cc1cccc(C(=O)Nn2cnnc2-c2ccc(F)cc2)n1,15,1,5,1,0,15,9,0,0,0,1,2,2.17152,78.08120000000001,0.8038610474760389,2.443483796747195,-6.8,72.7
75,N#Cc1cn(CCCO)cc1C(=O)NCc1ccccc1,16,0,3,2,0,15,6,1,0,0,1,1,1.67218,78.46200000000003,0.8461938328995428,2.3078813127398607,0.0,78.05000000000001
76,CC(C(=O)NCc1ccccc1)c1ccc(C#N)cc1,17,0,2,1,0,13,7,1,0,0,0,2,2.978180000000002,77.86070000000004,0.9225782102746474,2.2031767610476383,0.0,52.89
77,CCOC(=O)c1ccc(NC(=O)C2CCCCC2C)cc1,17,0,1,3,0,17,5,0,0,0,0,2,3.6281000000000025,82.15020000000004,0.8611228505570732,2.529231850565523,-5.6,55.4
78,COc1ccc(CN(CC(=O)[O-])C(=O)C(C)N2CC[NH2+]C(=O)C2)cc1,17,0,3,5,0,20,6,0,0,0,0,2,-2.4321999999999946,86.25240000000004,0.5865494561121182,3.9225703606077067,-6.3,106.58999999999997
79,Cc1ccc(OC(F)F)c(OC(=O)N2CCN(c3cccc(C)[nH+]3)CC2)c1,19,2,3,3,0,22,7,0,0,0,0,3,3.0399400000000005,95.35570000000006,0.8207020002894115,3.126423735117374,-6.8,56.150000000000006
80,CCN(C(=O)CN1Cc2ccccc2C1=O)c1nc2ccc(N)cc2s1,19,0,4,2,1,20,9,0,0,0,2,2,2.8874000000000004,103.24190000000004,0.7202294759920006,2.4455987202328906,-7.0,79.53
81,Cn1cc[nH+]c1CNc1ccc(C(=O)[O-])cc1,12,0,3,2,0,12,6,0,0,0,1,1,-0.18520000000000048,60.06790000000002,0.7927365418334961,3.843000235686711,-5.5,71.23
82,Cc1ccc(NC(=O)C2CCC(N3CCOCC3)CC2)c(C)c1C,20,0,2,2,0,22,4,0,0,0,0,3,3.441360000000002,97.42070000000007,0.9228910701468179,2.1733346139447693,-5.7,41.57000000000001
83,CS(=O)(=O)NC(C#N)c1ccc(NCc2cccc(Cl)c2F)cc1,16,1,3,2,2,16,8,1,0,0,0,2,3.2050800000000015,91.51220000000004,0.8209343502292548,2.8895925182660207,0.0,81.99000000000001
84,CC(C)C(CC(=O)[O-])NC(=O)c1ccc(Cl)cc1,13,0,1,3,1,13,5,0,0,0,0,1,1.2344,67.16820000000003,0.8733463424529776,2.7875954199881967,-5.7,69.22999999999999
85,CC1CNC(N)(C(=O)N2CCCC(S(C)(=O)=O)C2)C(C)O1,13,0,3,4,1,19,3,0,0,0,0,2,-0.9261999999999964,79.37590000000004,0.682006984666973,4.504538351710614,-6.1,101.73
86,Cc1cc(I)cc(NC(=O)C2OC(=O)Cc3cccc(O)c32)c1,17,0,1,4,1,17,8,0,0,0,0,3,3.084320000000001,93.16950000000001,0.5753956980060078,3.292787315047038,-6.4,75.63
87,COc1ccc(NC(=O)NCc2cncc(OC3CCCC3)c2)cc1,19,0,3,3,0,20,7,0,0,0,1,2,3.7333000000000025,95.97340000000003,0.8395250245924514,2.0560044500860215,-6.4,72.48
